delay_id,flight_id,delay_type,delay_type_id,delay_minutes
1882,11578,Technical,4,29
1883,8488,Security,3,197
1884,2879,Air Traffic Control,1,83
1885,4602,Weather,5,65
1886,10745,Technical,4,22
1887,10378,Security,3,167
1888,13776,Security,3,214
1889,8548,Airline Operations,2,166
1890,13078,Air Traffic Control,1,208
1891,13320,Weather,5,219
1892,14746,Airline Operations,2,57
1893,6614,Security,3,224
1894,11142,Technical,4,202
1895,4740,Air Traffic Control,1,49
1896,3428,Weather,5,65
1897,798,Air Traffic Control,1,156
1898,8017,Airline Operations,2,104
1899,1506,Security,3,166
1900,12110,Weather,5,20
1901,7642,Air Traffic Control,1,96
1902,2061,Air Traffic Control,1,194
1903,2159,Air Traffic Control,1,94
1904,10932,Air Traffic Control,1,162
1905,2643,Airline Operations,2,182
1906,10688,Technical,4,198
1907,7901,Technical,4,23
1908,9974,Airline Operations,2,146
1909,177,Technical,4,146
1910,1465,Air Traffic Control,1,193
1911,11282,Weather,5,221
1912,4703,Airline Operations,2,136
1913,7452,Technical,4,107
1914,8548,Airline Operations,2,166
1915,1017,Technical,4,200
1916,10948,Air Traffic Control,1,42
1917,2405,Security,3,61
1918,14487,Airline Operations,2,131
1919,2690,Weather,5,167
1920,310,Weather,5,236
1921,6448,Security,3,20
1922,5625,Airline Operations,2,194
1923,1972,Security,3,84
1924,2221,Technical,4,23
1925,5571,Airline Operations,2,40
1926,10521,Security,3,102
1927,12434,Security,3,18
1928,11496,Technical,4,120
1929,12009,Air Traffic Control,1,51
1930,11382,Security,3,128
1931,757,Technical,4,130
1932,6626,Technical,4,140
1933,10108,Security,3,232
1934,5286,Security,3,206
1935,6373,Technical,4,142
1936,11936,Airline Operations,2,88
1937,14980,Airline Operations,2,175
1938,4992,Airline Operations,2,108
1939,7304,Weather,5,191
1940,6892,Airline Operations,2,70
1941,5747,Air Traffic Control,1,104
1942,14181,Technical,4,120
1943,7150,Air Traffic Control,1,166
1944,10000,Air Traffic Control,1,155
1945,9335,Air Traffic Control,1,82
1946,4096,Security,3,147
1947,272,Security,3,96
1948,3467,Airline Operations,2,137
1949,3480,Air Traffic Control,1,212
1950,12065,Technical,4,198
1951,4744,Air Traffic Control,1,22
1952,14862,Security,3,106
1953,13728,Weather,5,119
1954,4593,Weather,5,122
1955,11904,Air Traffic Control,1,179
1956,11711,Airline Operations,2,205
1957,4793,Security,3,225
1958,1715,Weather,5,133
1959,13872,Airline Operations,2,19
1960,12093,Weather,5,68
1961,8206,Technical,4,99
1962,9580,Air Traffic Control,1,120
1963,7654,Air Traffic Control,1,43
1964,7309,Weather,5,46
1965,4703,Air Traffic Control,1,136
1966,13117,Airline Operations,2,146
1967,10563,Air Traffic Control,1,161
1968,9510,Weather,5,63
1969,14658,Weather,5,92
1970,4753,Technical,4,178
1971,9770,Technical,4,196
1972,2002,Technical,4,147
1973,14522,Air Traffic Control,1,56
1974,1,Air Traffic Control,1,237
1975,8569,Technical,4,113
1976,1473,Technical,4,216
1977,9639,Airline Operations,2,164
1978,4568,Technical,4,29
1979,8774,Technical,4,132
1980,1427,Air Traffic Control,1,63
1981,2919,Air Traffic Control,1,188
1982,2592,Weather,5,126
1983,9996,Air Traffic Control,1,53
1984,6585,Technical,4,189
1985,190,Security,3,198
1986,13808,Technical,4,170
1987,8766,Airline Operations,2,91
1988,10203,Airline Operations,2,17
1989,13205,Security,3,59
1990,516,Technical,4,164
1991,1549,Technical,4,107
1992,6185,Air Traffic Control,1,152
1993,5074,Weather,5,107
1994,7961,Security,3,232
1995,11268,Security,3,65
1996,10748,Technical,4,20
1997,14144,Security,3,21
1998,5579,Security,3,168
1999,7774,Air Traffic Control,1,192
2000,6305,Airline Operations,2,51
2001,385,Security,3,185
2002,13214,Security,3,229
2003,9840,Security,3,42
2004,13021,Weather,5,81
2005,4264,Security,3,105
2006,4704,Weather,5,122
2007,9283,Air Traffic Control,1,115
2008,1457,Weather,5,228
2009,4586,Weather,5,74
2010,14105,Security,3,214
2011,12929,Security,3,225
2012,9283,Airline Operations,2,115
2013,9446,Airline Operations,2,65
2014,6222,Technical,4,116
2015,7900,Air Traffic Control,1,149
2016,2613,Security,3,121
2017,14061,Technical,4,86
2018,13523,Security,3,82
2019,7250,Air Traffic Control,1,166
2020,3556,Security,3,185
2021,2002,Weather,5,147
2022,8293,Security,3,106
2023,6282,Air Traffic Control,1,31
2024,589,Weather,5,158
2025,11838,Security,3,130
2026,13122,Weather,5,145
2027,14250,Air Traffic Control,1,26
2028,14016,Security,3,163
2029,14862,Air Traffic Control,1,106
2030,6589,Air Traffic Control,1,193
2031,1491,Weather,5,53
2032,13496,Weather,5,19
2033,7723,Technical,4,142
2034,5528,Technical,4,177
2035,11767,Security,3,161
2036,7920,Airline Operations,2,96
2037,5302,Airline Operations,2,213
2038,9455,Airline Operations,2,38
2039,5073,Security,3,90
2040,3975,Weather,5,52
2041,589,Airline Operations,2,158
2042,14765,Security,3,182
2043,7356,Weather,5,93
2044,10797,Air Traffic Control,1,167
2045,5194,Security,3,61
2046,9356,Technical,4,197
2047,14340,Weather,5,118
2048,4312,Airline Operations,2,41
2049,5135,Air Traffic Control,1,235
2050,8354,Air Traffic Control,1,51
2051,8824,Security,3,197
2052,14181,Airline Operations,2,120
2053,12522,Weather,5,70
2054,9631,Air Traffic Control,1,199
2055,5958,Weather,5,135
2056,13205,Weather,5,59
2057,6088,Air Traffic Control,1,128
2058,12292,Technical,4,176
2059,12288,Security,3,172
2060,4116,Airline Operations,2,201
2061,5585,Technical,4,23
2062,11059,Technical,4,41
2063,10042,Weather,5,118
2064,11268,Airline Operations,2,65
2065,4114,Airline Operations,2,229
2066,178,Air Traffic Control,1,178
2067,3786,Airline Operations,2,230
2068,5000,Technical,4,119
2069,129,Technical,4,178
2070,6334,Security,3,193
2071,1896,Airline Operations,2,80
2072,8585,Air Traffic Control,1,30
2073,1551,Airline Operations,2,173
2074,9348,Airline Operations,2,57
2075,10610,Air Traffic Control,1,147
2076,5260,Weather,5,148
2077,10341,Airline Operations,2,174
2078,10171,Air Traffic Control,1,206
2079,4041,Security,3,170
2080,7641,Air Traffic Control,1,207
2081,11061,Airline Operations,2,49
2082,2158,Technical,4,181
2083,10413,Airline Operations,2,229
2084,1435,Airline Operations,2,207
2085,6908,Technical,4,103
2086,7495,Security,3,189
2087,1628,Air Traffic Control,1,197
2088,10246,Technical,4,112
2089,4540,Technical,4,63
2090,13905,Technical,4,212
2091,11726,Air Traffic Control,1,136
2092,14495,Technical,4,166
2093,1627,Security,3,37
2094,13615,Security,3,155
2095,13779,Security,3,105
2096,10303,Airline Operations,2,163
2097,10726,Airline Operations,2,137
2098,4869,Security,3,240
2099,1549,Airline Operations,2,107
2100,1967,Airline Operations,2,220
2101,1907,Air Traffic Control,1,22
2102,14785,Technical,4,185
2103,4638,Security,3,135
2104,13313,Weather,5,159
2105,7137,Airline Operations,2,37
2106,4540,Security,3,63
2107,4239,Air Traffic Control,1,238
2108,752,Weather,5,140
2109,129,Weather,5,178
2110,401,Airline Operations,2,155
2111,4312,Airline Operations,2,41
2112,13523,Weather,5,82
2113,14444,Technical,4,195
2114,9724,Airline Operations,2,136
2115,12266,Security,3,83
2116,11561,Security,3,96
2117,13730,Weather,5,237
2118,8007,Technical,4,177
2119,14711,Weather,5,168
2120,12499,Airline Operations,2,215
2121,8169,Security,3,177
2122,6494,Weather,5,84
2123,12883,Technical,4,111
2124,5709,Airline Operations,2,197
2125,3134,Technical,4,123
2126,4483,Airline Operations,2,134
2127,9679,Security,3,203
2128,11600,Air Traffic Control,1,200
2129,13089,Weather,5,97
2130,8699,Airline Operations,2,225
2131,4495,Technical,4,148
2132,6327,Technical,4,121
2133,11711,Airline Operations,2,205
2134,12763,Weather,5,71
2135,12485,Airline Operations,2,96
2136,11775,Air Traffic Control,1,226
2137,3523,Air Traffic Control,1,117
2138,4118,Weather,5,212
2139,9071,Air Traffic Control,1,43
2140,7082,Weather,5,179
2141,12102,Airline Operations,2,81
2142,11710,Security,3,135
2143,170,Technical,4,30
2144,13162,Weather,5,46
2145,11410,Air Traffic Control,1,88
2146,13926,Security,3,182
2147,9263,Technical,4,123
2148,12463,Airline Operations,2,218
2149,1387,Security,3,215
2150,3411,Air Traffic Control,1,48
2151,13434,Airline Operations,2,89
2152,10521,Airline Operations,2,102
2153,3175,Weather,5,216
2154,3195,Airline Operations,2,176
2155,11595,Security,3,75
2156,10161,Security,3,85
2157,2505,Technical,4,111
2158,3743,Weather,5,82
2159,11637,Security,3,108
2160,9455,Security,3,38
2161,13804,Security,3,41
2162,361,Weather,5,50
2163,2928,Airline Operations,2,67
2164,9992,Weather,5,158
2165,12360,Technical,4,171
2166,748,Security,3,18
2167,5135,Airline Operations,2,235
2168,6219,Weather,5,164
2169,2718,Air Traffic Control,1,130
2170,3403,Weather,5,82
2171,12141,Airline Operations,2,96
2172,13880,Security,3,204
2173,9707,Weather,5,114
2174,8982,Technical,4,51
2175,14579,Security,3,71
2176,12129,Technical,4,110
2177,6914,Airline Operations,2,162
2178,4601,Security,3,120
2179,3235,Airline Operations,2,88
2180,8084,Weather,5,121
2181,4949,Technical,4,49
2182,9283,Weather,5,115
2183,3987,Weather,5,43
2184,8017,Technical,4,104
2185,9480,Airline Operations,2,215
2186,243,Air Traffic Control,1,229
2187,8646,Security,3,115
2188,3924,Air Traffic Control,1,175
2189,3686,Security,3,138
2190,10365,Technical,4,161
2191,3786,Weather,5,230
2192,2969,Technical,4,158
2193,631,Security,3,25
2194,2194,Security,3,34
2195,1434,Airline Operations,2,219
2196,11541,Security,3,164
2197,6016,Weather,5,59
2198,6154,Technical,4,67
2199,1887,Technical,4,79
2200,8814,Weather,5,236
2201,2312,Weather,5,227
2202,9782,Airline Operations,2,90
2203,10779,Technical,4,223
2204,14640,Security,3,151
2205,13727,Airline Operations,2,119
2206,13880,Security,3,204
2207,9692,Air Traffic Control,1,185
2208,10696,Security,3,68
2209,7617,Weather,5,198
2210,14902,Security,3,125
2211,10157,Security,3,95
2212,4987,Weather,5,66
2213,2361,Airline Operations,2,203
2214,11490,Airline Operations,2,94
2215,1296,Air Traffic Control,1,235
2216,11518,Security,3,221
2217,12995,Technical,4,78
2218,13434,Security,3,89
2219,14556,Airline Operations,2,87
2220,2530,Airline Operations,2,212
2221,9071,Air Traffic Control,1,43
2222,6540,Security,3,71
2223,1491,Technical,4,53
2224,7614,Technical,4,199
2225,10692,Air Traffic Control,1,87
2226,13717,Air Traffic Control,1,63
2227,7516,Air Traffic Control,1,102
2228,11407,Air Traffic Control,1,157
2229,12171,Technical,4,62
2230,14364,Air Traffic Control,1,128
2231,4425,Technical,4,161
2232,4458,Security,3,137
2233,13768,Security,3,19
2234,8106,Air Traffic Control,1,236
2235,12849,Airline Operations,2,202
2236,3892,Air Traffic Control,1,86
2237,1134,Weather,5,115
2238,13016,Air Traffic Control,1,134
2239,6287,Weather,5,165
2240,14573,Airline Operations,2,166
2241,3851,Security,3,63
2242,232,Airline Operations,2,52
2243,1377,Weather,5,150
2244,14281,Air Traffic Control,1,52
2245,13222,Weather,5,36
2246,9656,Weather,5,36
2247,4568,Air Traffic Control,1,29
2248,10567,Weather,5,29
2249,5866,Technical,4,81
2250,3827,Technical,4,60
2251,156,Air Traffic Control,1,83
2252,12115,Air Traffic Control,1,62
2253,8124,Airline Operations,2,36
2254,14543,Air Traffic Control,1,173
2255,14321,Security,3,97
2256,9178,Technical,4,48
2257,4234,Security,3,188
2258,12057,Airline Operations,2,174
2259,14315,Weather,5,178
2260,4748,Air Traffic Control,1,196
2261,4584,Air Traffic Control,1,17
2262,1706,Technical,4,64
2263,13788,Weather,5,129
2264,3455,Airline Operations,2,220
2265,8786,Technical,4,175
2266,8638,Security,3,22
2267,2347,Security,3,26
2268,4177,Security,3,122
2269,7646,Technical,4,136
2270,4842,Airline Operations,2,224
2271,7513,Air Traffic Control,1,163
2272,11767,Air Traffic Control,1,161
2273,631,Air Traffic Control,1,25
2274,5510,Air Traffic Control,1,106
2275,13527,Security,3,220
2276,2207,Air Traffic Control,1,79
2277,3038,Airline Operations,2,143
2278,3155,Security,3,159
2279,14406,Technical,4,116
2280,5510,Airline Operations,2,106
2281,2290,Security,3,203
2282,8956,Air Traffic Control,1,122
2283,5625,Technical,4,194
2284,13078,Air Traffic Control,1,208
2285,4495,Weather,5,148
2286,13039,Airline Operations,2,67
2287,10157,Weather,5,95
2288,2246,Weather,5,158
2289,4018,Air Traffic Control,1,15
2290,4411,Technical,4,27
2291,12171,Airline Operations,2,62
2292,12709,Airline Operations,2,192
2293,3021,Technical,4,59
2294,13162,Security,3,46
2295,6222,Airline Operations,2,116
2296,8997,Air Traffic Control,1,216
2297,6118,Technical,4,127
2298,9433,Air Traffic Control,1,119
2299,8082,Security,3,134
2300,638,Air Traffic Control,1,35
2301,6763,Security,3,67
2302,5252,Technical,4,187
2303,10844,Technical,4,223
2304,12759,Technical,4,15
2305,1881,Airline Operations,2,79
2306,504,Weather,5,107
2307,7832,Airline Operations,2,141
2308,13725,Air Traffic Control,1,238
2309,2726,Airline Operations,2,149
2310,3394,Technical,4,214
2311,1599,Air Traffic Control,1,36
2312,13361,Weather,5,49
2313,8208,Technical,4,155
2314,8738,Technical,4,163
2315,9358,Security,3,18
2316,12115,Weather,5,62
2317,917,Weather,5,48
2318,7847,Technical,4,109
2319,9463,Airline Operations,2,160
2320,7366,Security,3,152
2321,2685,Security,3,193
2322,6027,Security,3,57
2323,8879,Security,3,203
2324,14336,Airline Operations,2,159
2325,1925,Air Traffic Control,1,104
2326,6188,Weather,5,132
2327,2464,Airline Operations,2,126
2328,10926,Security,3,49
2329,13515,Airline Operations,2,42
2330,8506,Airline Operations,2,198
2331,2841,Weather,5,128
2332,6973,Technical,4,42
2333,4024,Security,3,51
2334,13725,Security,3,238
2335,5510,Airline Operations,2,106
2336,5951,Weather,5,71
2337,5779,Security,3,212
2338,4302,Airline Operations,2,69
2339,472,Technical,4,159
2340,1590,Technical,4,213
2341,8007,Weather,5,177
2342,10844,Airline Operations,2,223
2343,1956,Security,3,126
2344,4958,Security,3,92
2345,2207,Weather,5,79
2346,13412,Air Traffic Control,1,183
2347,6168,Technical,4,180
2348,3012,Air Traffic Control,1,229
2349,11742,Airline Operations,2,117
2350,224,Airline Operations,2,208
2351,362,Airline Operations,2,137
2352,7478,Airline Operations,2,23
2353,4264,Airline Operations,2,105
2354,11050,Air Traffic Control,1,108
2355,6293,Airline Operations,2,94
2356,8954,Air Traffic Control,1,92
2357,14522,Airline Operations,2,56
2358,5817,Technical,4,233
2359,14579,Security,3,71
2360,10051,Technical,4,137
2361,4777,Technical,4,59
2362,12288,Airline Operations,2,172
2363,4491,Airline Operations,2,159
2364,1391,Technical,4,19
2365,8961,Airline Operations,2,65
2366,13598,Security,3,52
2367,468,Security,3,219
2368,3813,Security,3,161
2369,7345,Weather,5,231
2370,8169,Weather,5,177
2371,7005,Air Traffic Control,1,64
2372,13406,Air Traffic Control,1,114
2373,12728,Technical,4,96
2374,508,Weather,5,233
2375,14075,Air Traffic Control,1,156
2376,7549,Security,3,99
2377,14746,Technical,4,57
2378,2881,Technical,4,134
2379,12171,Security,3,62
2380,11400,Airline Operations,2,123
2381,178,Security,3,178
2382,7438,Technical,4,169
2383,2416,Weather,5,112
2384,8454,Security,3,199
2385,2464,Weather,5,126
2386,11780,Air Traffic Control,1,171
2387,14119,Technical,4,73
2388,6448,Weather,5,20
2389,12141,Security,3,96
2390,1579,Technical,4,166
2391,679,Weather,5,94
2392,9360,Security,3,126
2393,13169,Airline Operations,2,119
2394,13927,Air Traffic Control,1,93
2395,11976,Weather,5,74
2396,572,Technical,4,36
2397,8158,Air Traffic Control,1,203
2398,7137,Air Traffic Control,1,37
2399,12929,Airline Operations,2,225
2400,13212,Technical,4,116
2401,6626,Technical,4,140
2402,4835,Security,3,95
2403,13872,Weather,5,19
2404,13770,Air Traffic Control,1,127
2405,12434,Weather,5,18
2406,336,Airline Operations,2,98
2407,775,Technical,4,27
2408,9426,Weather,5,196
2409,11725,Air Traffic Control,1,217
2410,11206,Airline Operations,2,63
2411,14912,Security,3,196
2412,13320,Air Traffic Control,1,219
2413,10863,Weather,5,24
2414,14595,Security,3,131
2415,1551,Weather,5,173
2416,12000,Air Traffic Control,1,44
2417,7668,Weather,5,25
2418,8774,Security,3,132
2419,4753,Airline Operations,2,178
2420,11595,Technical,4,75
2421,1657,Weather,5,125
2422,10266,Security,3,231
2423,14543,Security,3,173
2424,465,Airline Operations,2,109
2425,13930,Air Traffic Control,1,193
2426,9076,Air Traffic Control,1,78
2427,2457,Technical,4,173
2428,5883,Technical,4,239
2429,1934,Airline Operations,2,104
2430,14129,Weather,5,233
2431,10342,Air Traffic Control,1,214
2432,12683,Weather,5,232
2433,10171,Weather,5,206
2434,7481,Technical,4,115
2435,5625,Technical,4,194
2436,11488,Air Traffic Control,1,27
2437,1958,Air Traffic Control,1,229
2438,13454,Technical,4,143
2439,13747,Security,3,130
2440,5123,Weather,5,66
2441,10292,Airline Operations,2,129
2442,210,Airline Operations,2,134
2443,12499,Weather,5,215
2444,11897,Weather,5,178
2445,1599,Weather,5,36
2446,4362,Airline Operations,2,56
2447,14711,Technical,4,168
2448,7993,Weather,5,132
2449,3820,Weather,5,92
2450,13505,Weather,5,118
2451,4366,Airline Operations,2,71
2452,6877,Airline Operations,2,190
2453,1064,Security,3,78
2454,1563,Airline Operations,2,113
2455,310,Technical,4,236
2456,836,Technical,4,89
2457,14098,Security,3,31
2458,2321,Technical,4,17
2459,1858,Security,3,126
2460,5933,Air Traffic Control,1,150
2461,9086,Weather,5,137
2462,12208,Weather,5,87
2463,2928,Security,3,67
2464,14936,Security,3,68
2465,12659,Air Traffic Control,1,202
2466,13730,Air Traffic Control,1,237
2467,8394,Air Traffic Control,1,212
2468,11808,Air Traffic Control,1,85
2469,10376,Air Traffic Control,1,214
2470,11536,Airline Operations,2,123
2471,4453,Technical,4,101
2472,7617,Weather,5,198
2473,12324,Airline Operations,2,20
2474,5817,Technical,4,233
2475,14686,Airline Operations,2,224
2476,5871,Security,3,60
2477,1499,Weather,5,76
2478,504,Airline Operations,2,107
2479,2396,Airline Operations,2,29
2480,14980,Weather,5,175
2481,10370,Air Traffic Control,1,124
2482,4943,Airline Operations,2,96
2483,6118,Security,3,127
2484,4445,Air Traffic Control,1,43
2485,5787,Air Traffic Control,1,100
2486,11896,Technical,4,86
2487,8252,Airline Operations,2,45
2488,14489,Technical,4,238
2489,3134,Airline Operations,2,123
2490,5613,Airline Operations,2,164
2491,4114,Weather,5,229
2492,13927,Airline Operations,2,93
2493,4096,Security,3,147
2494,2646,Security,3,128
2495,1100,Air Traffic Control,1,63
2496,2939,Air Traffic Control,1,191
2497,443,Technical,4,69
2498,14006,Airline Operations,2,211
2499,14912,Weather,5,196
2500,1499,Technical,4,76
2501,11082,Air Traffic Control,1,137
2502,10312,Airline Operations,2,75
2503,11305,Security,3,207
2504,6440,Weather,5,65
2505,416,Air Traffic Control,1,23
2506,12162,Technical,4,147
2507,12307,Technical,4,36
2508,13505,Air Traffic Control,1,118
2509,6222,Weather,5,116
2510,8100,Air Traffic Control,1,59
2511,9399,Airline Operations,2,114
2512,6461,Air Traffic Control,1,76
2513,11853,Airline Operations,2,174
2514,7648,Air Traffic Control,1,159
2515,14579,Security,3,71
2516,7651,Weather,5,148
2517,7719,Weather,5,206
2518,728,Air Traffic Control,1,117
2519,8837,Technical,4,120
2520,9974,Air Traffic Control,1,146
2521,8927,Weather,5,67
2522,5150,Airline Operations,2,211
2523,7082,Weather,5,179
2524,4173,Security,3,83
2525,2060,Security,3,33
2526,2978,Security,3,79
2527,7366,Weather,5,152
2528,889,Weather,5,23
2529,1563,Technical,4,113
2530,10912,Air Traffic Control,1,80
2531,11565,Airline Operations,2,90
2532,12737,Air Traffic Control,1,146
2533,14489,Air Traffic Control,1,238
2534,5190,Weather,5,198
2535,13860,Weather,5,214
2536,12324,Weather,5,20
2537,50,Air Traffic Control,1,214
2538,9968,Technical,4,109
2539,12196,Security,3,206
2540,11516,Air Traffic Control,1,85
2541,4163,Air Traffic Control,1,177
2542,7145,Weather,5,166
2543,2005,Weather,5,34
2544,6622,Weather,5,191
2545,1683,Air Traffic Control,1,109
2546,1591,Weather,5,238
2547,7000,Technical,4,105
2548,1898,Weather,5,198
2549,1595,Security,3,53
2550,5708,Airline Operations,2,61
2551,7092,Technical,4,125
2552,3828,Airline Operations,2,130
2553,5479,Security,3,181
2554,11030,Technical,4,112
2555,8789,Airline Operations,2,175
2556,479,Airline Operations,2,213
2557,13781,Security,3,44
2558,3893,Security,3,224
2559,7668,Technical,4,25
2560,4602,Weather,5,65
2561,10534,Airline Operations,2,239
2562,4623,Airline Operations,2,92
2563,3859,Technical,4,128
2564,4044,Technical,4,231
2565,8604,Technical,4,98
2566,3411,Security,3,48
2567,2896,Air Traffic Control,1,218
2568,6621,Technical,4,55
2569,1488,Air Traffic Control,1,133
2570,9909,Technical,4,46
2571,12094,Air Traffic Control,1,28
2572,944,Technical,4,118
2573,11798,Air Traffic Control,1,52
2574,6165,Technical,4,170
2575,13806,Weather,5,136
2576,10552,Airline Operations,2,164
2577,1488,Air Traffic Control,1,133
2578,2409,Weather,5,91
2579,3020,Technical,4,165
2580,5302,Technical,4,213
2581,9716,Security,3,177
2582,7920,Technical,4,96
2583,6430,Technical,4,60
2584,9510,Security,3,63
2585,6381,Airline Operations,2,219
2586,9219,Weather,5,159
2587,13092,Weather,5,147
2588,13565,Weather,5,231
2589,8491,Air Traffic Control,1,135
2590,7150,Weather,5,166
2591,12180,Airline Operations,2,218
2592,9615,Technical,4,113
2593,6741,Airline Operations,2,80
2594,11650,Airline Operations,2,71
2595,1885,Technical,4,63
2596,8997,Airline Operations,2,216
2597,4096,Airline Operations,2,147
2598,14005,Technical,4,177
2599,1503,Security,3,38
2600,14985,Security,3,135
2601,7150,Airline Operations,2,166
2602,7430,Weather,5,210
2603,9520,Air Traffic Control,1,131
2604,4378,Weather,5,200
2605,240,Technical,4,173
2606,4001,Weather,5,127
2607,13000,Security,3,219
2608,12180,Airline Operations,2,218
2609,8173,Security,3,229
2610,4536,Security,3,128
2611,6738,Airline Operations,2,142
2612,11985,Airline Operations,2,19
2613,7495,Airline Operations,2,189
2614,8480,Air Traffic Control,1,63
2615,12674,Security,3,86
2616,2799,Technical,4,97
2617,14723,Weather,5,41
2618,9312,Security,3,82
2619,2004,Airline Operations,2,214
2620,3676,Weather,5,157
2621,8246,Weather,5,16
2622,2080,Weather,5,201
2623,13118,Air Traffic Control,1,97
2624,13900,Weather,5,45
2625,7863,Technical,4,218
2626,4453,Airline Operations,2,101
2627,12625,Air Traffic Control,1,58
2628,4294,Air Traffic Control,1,159
2629,1058,Weather,5,128
2630,13898,Air Traffic Control,1,127
2631,1956,Security,3,126
2632,1934,Airline Operations,2,104
2633,5585,Air Traffic Control,1,23
2634,20,Security,3,25
2635,6980,Air Traffic Control,1,141
2636,7616,Air Traffic Control,1,159
2637,1009,Technical,4,44
2638,9383,Airline Operations,2,205
2639,4033,Airline Operations,2,51
2640,3622,Security,3,25
2641,4312,Technical,4,41
2642,1939,Airline Operations,2,221
2643,5434,Airline Operations,2,32
2644,14186,Technical,4,38
2645,1594,Technical,4,176
2646,9433,Airline Operations,2,119
2647,504,Air Traffic Control,1,107
2648,6165,Security,3,170
2649,2005,Technical,4,34
2650,14862,Technical,4,106
2651,6118,Airline Operations,2,127
2652,1491,Technical,4,53
2653,1419,Air Traffic Control,1,240
2654,14607,Air Traffic Control,1,212
2655,2342,Airline Operations,2,79
2656,13703,Weather,5,208
2657,6101,Weather,5,225
2658,9770,Weather,5,196
2659,12522,Technical,4,70
2660,9126,Airline Operations,2,151
2661,11321,Weather,5,46
2662,13407,Security,3,61
2663,13118,Technical,4,97
2664,5613,Airline Operations,2,164
2665,7961,Airline Operations,2,232
2666,10745,Technical,4,22
2667,8658,Air Traffic Control,1,169
2668,13021,Air Traffic Control,1,81
2669,13860,Air Traffic Control,1,214
2670,9260,Airline Operations,2,30
2671,13543,Security,3,104
2672,6508,Airline Operations,2,40
2673,8270,Air Traffic Control,1,105
2674,13850,Air Traffic Control,1,27
2675,5585,Airline Operations,2,23
2676,6546,Airline Operations,2,200
2677,4495,Airline Operations,2,148
2678,11377,Security,3,73
2679,4536,Weather,5,128
2680,3947,Security,3,20
2681,14658,Weather,5,92
2682,240,Security,3,173
2683,8755,Weather,5,71
2684,338,Weather,5,167
2685,13454,Air Traffic Control,1,143
2686,9581,Airline Operations,2,80
2687,12238,Airline Operations,2,131
2688,14895,Weather,5,161
2689,2004,Airline Operations,2,214
2690,233,Technical,4,52
2691,8558,Technical,4,187
2692,4793,Airline Operations,2,225
2693,10995,Technical,4,52
2694,10461,Security,3,48
2695,1391,Weather,5,19
2696,10843,Airline Operations,2,112
2697,8414,Air Traffic Control,1,209
2698,12846,Air Traffic Control,1,230
2699,2064,Weather,5,190
2700,4668,Air Traffic Control,1,138
2701,4889,Airline Operations,2,198
2702,7112,Air Traffic Control,1,169
2703,1881,Airline Operations,2,79
2704,4378,Security,3,200
2705,10797,Airline Operations,2,167
2706,13515,Security,3,42
2707,3556,Security,3,185
2708,5302,Air Traffic Control,1,213
2709,13808,Air Traffic Control,1,170
2710,14016,Weather,5,163
2711,13726,Airline Operations,2,239
2712,9853,Technical,4,199
2713,14893,Technical,4,69
2714,2479,Weather,5,214
2715,621,Air Traffic Control,1,186
2716,3676,Air Traffic Control,1,157
2717,6793,Air Traffic Control,1,157
2718,14085,Weather,5,89
2719,6593,Security,3,40
2720,1045,Air Traffic Control,1,87
2721,13985,Air Traffic Control,1,32
2722,8993,Weather,5,23
2723,10312,Technical,4,75
2724,14005,Security,3,177
2725,14055,Security,3,91
2726,13779,Security,3,105
2727,14785,Weather,5,185
2728,11160,Airline Operations,2,84
2729,9031,Weather,5,114
2730,6610,Technical,4,183
2731,4329,Airline Operations,2,77
2732,428,Technical,4,231
2733,12978,Security,3,191
2734,7142,Security,3,63
2735,11726,Technical,4,136
2736,6967,Technical,4,161
2737,6790,Security,3,52
2738,7637,Technical,4,175
2739,488,Airline Operations,2,72
2740,1310,Security,3,174
2741,11956,Security,3,117
2742,614,Airline Operations,2,94
2743,1744,Weather,5,215
2744,13941,Security,3,104
2745,10312,Technical,4,75
2746,7095,Security,3,191
2747,285,Technical,4,231
2748,5360,Technical,4,162
2749,8454,Technical,4,199
2750,1,Airline Operations,2,237
2751,14354,Air Traffic Control,1,224
2752,446,Technical,4,185
2753,12534,Airline Operations,2,214
2754,8789,Security,3,175
2755,6621,Weather,5,55
2756,4593,Technical,4,122
2757,4540,Weather,5,63
2758,416,Security,3,23
2759,7430,Air Traffic Control,1,210
2760,4168,Weather,5,201
2761,8985,Air Traffic Control,1,167
2762,4494,Air Traffic Control,1,126
2763,8686,Airline Operations,2,229
2764,3159,Weather,5,171
2765,3048,Technical,4,111
2766,13736,Weather,5,92
2767,3579,Weather,5,69
2768,7416,Airline Operations,2,212
2769,14354,Airline Operations,2,224
2770,4729,Technical,4,228
2771,7901,Technical,4,23
2772,14005,Airline Operations,2,177
2773,11768,Airline Operations,2,96
2774,14711,Weather,5,168
2775,14876,Air Traffic Control,1,216
2776,7015,Weather,5,24
2777,14098,Security,3,31
2778,10932,Technical,4,162
2779,2786,Air Traffic Control,1,40
2780,4312,Weather,5,41
2781,479,Weather,5,213
2782,4662,Airline Operations,2,101
2783,11392,Airline Operations,2,171
2784,1856,Airline Operations,2,236
2785,11743,Weather,5,215
2786,10342,Airline Operations,2,214
2787,889,Weather,5,23
2788,7937,Air Traffic Control,1,119
2789,13728,Air Traffic Control,1,119
